# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan  6 15:15:44 2017
#
# CONSTRAINT:  where (k2c_disp like 'C%'
# CONSTRAINT:  and k2c_recentflag = 1
# CONSTRAINT:  )
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini
583,EPIC 211147528,2MASS J03583532+2523189,EPIC 211147528.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h58m35.32s,59.647171,+25d23m18.9s,25.388589,2.34951024,2457063.059087,0.817000,2.4320000,,,,,,,,,,,,,,,
585,EPIC 211152484,2MASS J04001677+2528479,EPIC 211152484.01,K2-92 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2016ApJS..226....7C target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,1,04h00m16.77s,60.069895,+25d28m48.0s,25.480000,0.70181800,2457065.580700,,0.0638000,,,,1.68000,2.560,0.228,,,,6098.00,4.17,,,1.38,
586,EPIC 211169300,2MASS J03535782+2547501,EPIC 211169300.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,03h53m57.83s,58.490966,+25d47m50.4s,25.797325,16.43831081,2457067.806935,1.529000,4.3890000,,,,,,,,,,,,,,,
587,EPIC 211308899,2MASS J08531800+1001469,EPIC 211308899.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h53m18.01s,133.325027,+10d01m47.0s,10.029715,6.42300000,2457143.316000,0.039500,0.2035400,0.1510,,,1.98680,,,,,,,,,,,
588,EPIC 211314705,2MASS J08363117+1008501,EPIC 211314705.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h36m31.18s,129.129927,+10d08m50.2s,10.147280,3.79400000,2457140.224000,0.100700,0.0579200,0.0000,,,3.17310,,,,,,,,,,,
589,EPIC 211319617,2MASS J08255135+1014491,EPIC 211319617.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h25m51.34s,126.463933,+10d14m49.1s,10.246968,8.86600000,2457143.397000,0.102800,0.1116200,0.0000,,,3.20560,,,,,,,,,,,
590,EPIC 211328748,2MASS J08405648+1025205,EPIC 211328748.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h40m56.49s,130.235394,+10d25m20.6s,10.422378,17.17800000,2457139.950000,0.021900,0.1021700,0.0000,,,1.48080,,,,,,,,,,,
591,EPIC 211331236,2MASS J08552535+1028087,EPIC 211331236.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h55m25.36s,133.855682,+10d28m08.9s,10.469131,1.29162600,2457142.770271,0.146000,1.3810000,,,,,,,,,,,,,,,
593,EPIC 211333233,2MASS J08273555+1030237,EPIC 211333233.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h27m35.56s,126.898155,+10d30m23.6s,10.506562,5.40900000,2457142.885000,0.017200,0.0976700,0.0280,,,1.30960,,,,,,,,,,,
594,EPIC 211335816,2MASS J08262978+1033193,EPIC 211335816.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h26m29.76s,126.624017,+10d33m19.4s,10.555400,4.99000000,2457140.020000,0.190700,0.0359200,0.4870,,,4.36670,,,,,,,,,,,
595,EPIC 211336616,2MASS J08494240+1034138,EPIC 211336616.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h49m42.41s,132.426720,+10d34m14.0s,10.570543,44.13000000,2457149.280000,0.042700,0.1931200,0.0370,,,2.06550,,,,,,,,,,,
596,EPIC 211342524,2MASS J08322368+1040380,EPIC 211342524.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h32m23.69s,128.098694,+10d40m38.1s,10.677239,14.45182480,2457149.361472,4.465000,3.6280000,,,,,,,,,,,,,,,
598,EPIC 211351816,2MASS J08310308+1050513,EPIC 211351816.01,EPIC 211351816 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CONFIRMED,,5,1,08h31m03.08s,127.762836,+10d50m51.3s,10.847586,8.40600000,2457142.050000,0.055600,0.2361700,0.2050,,,2.35770,,,,,,,,,,,
600,EPIC 211355342,2MASS J08301297+1054371,EPIC 211355342.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h30m12.97s,127.554034,+10d54m37.1s,10.910294,6.89424037,2457143.794763,0.046000,2.2240000,,,,,,,,,,,,,,,
601,EPIC 211357309,2MASS J08525582+1056409,EPIC 211357309.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306488A target=ref>Adams et al. 2016</a>,CANDIDATE,,5,1,08h52m55.83s,133.232630,+10d56m41.0s,10.944721,0.46395000,2457201.457670,,,,84.000,4.700000,0.01860,0.850,0.076,,,,3563.00,5.00,0.097,[Fe/H],0.42,
602,EPIC 211359660,2MASS J08404327+1058585,EPIC 211359660.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h40m43.28s,130.180327,+10d58m58.6s,10.982941,4.73730765,2457145.939660,0.115000,2.8330000,,,,,,,,,,,,,,,
604,EPIC 211365543,2MASS J08294882+1105083,EPIC 211365543.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h29m48.83s,127.453439,+11d05m08.4s,11.085656,5.26400000,2457143.676000,0.009600,0.1743700,0.1480,,,0.98040,,,,,,,,,,,
605,EPIC 211375488,2MASS J08432082+1114532,EPIC 211375488.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h43m20.83s,130.836782,+11d14m53.2s,11.248120,2.08400000,2457141.721000,0.238500,0.0814600,0.1090,,,4.88390,,,,,,,,,,,
606,EPIC 211383821,2MASS J08440991+1123078,EPIC 211383821.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h44m09.92s,131.041354,+11d23m07.8s,11.385502,1.56706496,2457143.288349,0.049000,2.1440000,,,,,,,,,,,,,,,
608,EPIC 211391664,2MASS J08255719+1130402,EPIC 211391664.01,EPIC 211391664 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,5,1,08h25m57.19s,126.488289,+11d30m40.1s,11.511145,10.13892836,2457145.977028,0.095000,5.3710000,,,,,,,,,,,,,,,
610,EPIC 211399359,2MASS J08321610+1137504,EPIC 211399359.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h32m16.11s,128.067142,+11d37m50.6s,11.630727,3.11491262,2457144.531723,2.698000,2.3750000,,,,,,,,,,,,,,,
612,EPIC 211401787,2MASS J08273526+1140030,EPIC 211401787.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h27m35.27s,126.896955,+11d40m02.9s,11.667474,13.77300000,2457151.069000,0.024500,0.1796300,0.1460,,,1.56380,,,,,,,,,,,
613,EPIC 211413752,2MASS J08545028+1150537,EPIC 211413752.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h54m50.29s,133.709545,+11d50m53.8s,11.848265,9.33155684,2457150.189546,0.134000,3.9500000,,,,,,,,,,,,,,,
616,EPIC 211418729,2MASS J08313191+1155202,EPIC 211418729.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h31m31.91s,127.882962,+11d55m20.2s,11.922265,11.38576954,2457151.722525,1.470000,4.3900000,,,,,,,,,,,,,,,
617,EPIC 211424769,2MASS J08352466+1200420,EPIC 211424769.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h35m24.64s,128.852684,+12d00m41.9s,12.011650,5.17600000,2457144.498000,0.348500,0.0437100,0.1570,,,5.90370,,,,,,,,,,,
618,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h35m25.81s,128.857549,+12d04m33.0s,12.075844,1.61100000,2457140.661000,0.051700,0.0441200,0.0000,,,2.27480,,,,,,,,,,,
619,EPIC 211432103,2MASS J08552458+1207360,EPIC 211432103.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h55m24.59s,133.852475,+12d07m36.0s,12.126656,0.93346092,2457142.173064,0.194000,2.3380000,,,,,,,,,,,,,,,
620,EPIC 211439059,2MASS J08475364+1213548,EPIC 211439059.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h47m53.65s,131.973530,+12d13m54.9s,12.231904,18.64100000,2457146.510000,0.028500,0.2175000,0.1730,,,1.68960,,,,,,,,,,,
622,EPIC 211442297,2MASS J08261282+1216550,EPIC 211442297.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h26m12.83s,126.553444,+12d16m55.0s,12.281936,20.27362337,2457157.155216,1.666000,3.6710000,,,,,,,,,,,,,,,
623,EPIC 211490999,2MASS J08431171+1300345,EPIC 211490999.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h43m11.72s,130.798847,+13d00m34.5s,13.009593,9.84400000,2457146.330000,0.080900,0.1427100,0.1180,,,2.84350,,,,,,,,,,,
624,EPIC 211491383,2MASS J08403726+1300527,EPIC 211491383.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h40m37.24s,130.155165,+13d00m52.8s,13.014676,4.14400000,2457141.601000,0.007800,0.1132100,0.1010,,,0.88450,,,,,,,,,,,
625,EPIC 211492449,2MASS J08434522+1301497,EPIC 211492449.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h43m45.22s,130.938427,+13d01m49.6s,13.030436,16.24196986,2457149.887040,0.241000,4.3910000,,,,,,,,,,,,,,,
626,EPIC 211509553,2MASS J09000476+1316258,EPIC 211509553.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,09h00m04.74s,135.019765,+13d16m25.9s,13.273871,20.35900000,2457151.414000,3.312300,0.1224200,0.1310,,,18.19970,,,,,,,,,,,
627,EPIC 211525389,2MASS J08214087+1329512,EPIC 211525389.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h21m40.87s,125.420277,+13d29m51.1s,13.497530,8.26345949,2457148.003080,0.129000,3.7040000,,,,,,,,,,,,,,,
630,EPIC 211529065,2MASS J08450398+1332594,EPIC 211529065.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h45m03.98s,131.266597,+13d32m59.4s,13.549833,4.39883617,2457142.986278,0.132000,1.9800000,,,,,,,,,,,,,,,
631,EPIC 211541590,2MASS J09084245+1343275,EPIC 211541590.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,09h08m42.46s,137.176933,+13d43m27.4s,13.724288,9.81881482,2457143.386971,0.285000,3.2060000,,,,,,,,,,,,,,,
632,EPIC 211562654,2MASS J08200170+1401100,EPIC 211562654.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h20m01.72s,125.007160,+14d01m10.1s,14.019461,10.79305290,2457147.773653,0.068000,3.9420000,,,,,,,,,,,,,,,
634,EPIC 211569704,2MASS J08280112+1407105,EPIC 211569704.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h28m01.12s,127.004675,+14d07m10.6s,14.119618,34.02300000,2457156.994000,0.030800,0.1250000,0.0000,,,1.75590,,,,,,,,,,,
635,EPIC 211572511,2MASS J08260522+1409260,EPIC 211572511.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h26m05.22s,126.521763,+14d09m26.1s,14.157244,10.39528014,2457152.270561,0.019000,4.4420000,,,,,,,,,,,,,,,
636,EPIC 211578235,2MASS J09001475+1414152,EPIC 211578235.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,09h00m14.74s,135.061436,+14d14m15.2s,14.237560,11.00357542,2457147.986947,0.780000,1.5030000,,,,,,,,,,,,,,,
637,EPIC 211579112,2MASS J09033200+1415018,EPIC 211579112.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,09h03m32.00s,135.883338,+14d15m01.9s,14.250527,17.70300000,2457156.427000,0.650800,0.0780000,0.0000,,,8.06740,,,,,,,,,,,
638,EPIC 211579683,2MASS J08205149+1415311,EPIC 211579683.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h20m51.49s,125.214550,+14d15m31.2s,14.258666,9.01258853,2457144.614253,0.081000,3.6390000,,,,,,,,,,,,,,,
639,EPIC 211586387,2MASS J09071226+1421197,EPIC 211586387.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,09h07m12.27s,136.801117,+14d21m19.7s,14.355476,35.38300000,2457142.906000,0.094500,0.1289200,0.0000,,,3.07380,,,,,,,,,,,
640,EPIC 211594205,2MASS J08363360+1427429,EPIC 211594205.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h36m33.63s,129.140107,+14d27m43.0s,14.461936,16.99291698,2457148.500501,0.037000,2.7190000,,,,,,,,,,,,,,,
642,EPIC 211645912,2MASS J08195930+1510404,EPIC 211645912.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h19m59.30s,124.997087,+15d10m40.4s,15.177895,10.67300000,2457140.540000,0.027400,0.1431700,0.1040,,,1.65620,,,,,,,,,,,
643,EPIC 211682423,2MASS J08482224+1540440,EPIC 211682423.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h48m22.25s,132.092703,+15d40m44.1s,15.678911,6.96350934,2457148.728264,0.016000,2.1890000,,,,,,,,,,,,,,,
644,EPIC 211685045,2MASS J08132631+1542497,EPIC 211685045.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160306488A target=ref>Adams et al. 2016</a>,CANDIDATE,,5,1,08h13m26.31s,123.359621,+15d42m49.5s,15.713759,0.76905700,2457201.383520,,,,82.900,3.300000,0.03500,2.060,0.184,,,,3832.00,4.90,-0.058,[Fe/H],0.54,
645,EPIC 211713099,2MASS J08205372+1605274,EPIC 211713099.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h20m53.73s,125.223881,+16d05m27.4s,16.090947,8.56394776,2457149.709570,0.524000,3.5100000,,,,,,,,,,,,,,,
647,EPIC 211719484,2MASS J08135565+1610409,EPIC 211719484.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h13m55.65s,123.481890,+16d10m41.0s,16.178066,0.36091387,2457142.517639,0.739000,1.6920000,,,,,,,,,,,,,,,
648,EPIC 211731298,2MASS J08360989+1620373,EPIC 211731298.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h36m09.89s,129.041204,+16d20m37.3s,16.343693,1.99067602,2457143.328698,0.034000,1.8620000,,,,,,,,,,,,,,,
649,EPIC 211733267,2MASS J08400226+1622206,EPIC 211733267.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h40m02.26s,130.009413,+16d22m20.7s,16.372406,8.65871336,2457144.929997,0.873000,1.5600000,,,,,,,,,,,,,,,
651,EPIC 211736671,2MASS J08133165+1625107,EPIC 211736671.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h13m31.65s,123.381875,+16d25m10.6s,16.419609,4.73360988,2457145.095098,0.083000,3.6050000,,,,,,,,,,,,,,,
653,EPIC 211743874,2MASS J08373352+1631196,EPIC 211743874.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h37m33.53s,129.389699,+16d31m19.6s,16.522103,12.28100000,2457148.217000,0.023300,0.1615000,0.1510,,,1.52480,,,,,,,,,,,
654,EPIC 211754962,2MASS J08160707+1640377,EPIC 211754962.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h16m07.07s,124.029474,+16d40m37.8s,16.677163,3.41052823,2457145.270111,0.060000,2.1240000,,,,,,,,,,,,,,,
655,EPIC 211763214,2MASS J08552113+1647389,EPIC 211763214.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h55m21.14s,133.838068,+16d47m39.0s,16.794180,21.19900000,2457146.569000,0.018200,0.1784600,0.1230,,,1.35070,,,,,,,,,,,
656,EPIC 211770696,2MASS J08310268+1654020,EPIC 211770696.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h31m02.68s,127.761182,+16d54m02.0s,16.900568,16.27100000,2457145.973000,0.031200,0.3139200,0.2230,,,1.76680,,,,,,,,,,,
658,EPIC 211770795,2MASS J08480233+1654067,EPIC 211770795.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h48m02.34s,132.009734,+16d54m06.7s,16.901853,7.72651124,2457148.831548,0.087000,3.1990000,,,,,,,,,,,,,,,
659,EPIC 211770867,2MASS J08120543+1654108,EPIC 211770867.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h12m05.44s,123.022652,+16d54m10.8s,16.903006,27.69300000,2457147.872000,1.842100,0.2642900,0.4650,,,13.57220,,,,,,,,,,,
660,EPIC 211779390,2MASS J08172665+1701278,EPIC 211779390.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h17m26.66s,124.361081,+17d01m27.7s,17.024356,3.85000000,2457141.528000,0.028200,0.0677900,0.0000,,,1.68020,,,,,,,,,,,
661,EPIC 211783206,2MASS J08403500+1704404,EPIC 211783206.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h40m34.99s,130.145812,+17d04m40.6s,17.077936,7.13400000,2457146.467000,0.045000,0.0766200,0.0000,,,2.12120,,,,,,,,,,,
662,EPIC 211784767,2MASS J08240331+1705564,EPIC 211784767.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h24m03.31s,126.013809,+17d05m56.5s,17.099015,3.57804902,2457143.789675,0.008000,4.9050000,,,,,,,,,,,,,,,
663,EPIC 211791178,2MASS J08483431+1711267,EPIC 211791178.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h48m34.32s,132.142988,+17d11m26.5s,17.190686,9.56332821,2457146.910352,0.076000,3.0390000,,,,,,,,,,,,,,,
664,EPIC 211796070,2MASS J08331466+1715418,EPIC 211796070.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h33m14.66s,128.311072,+17d15m41.6s,17.261563,1.89016107,2457142.618845,0.027000,2.2240000,,,,,,,,,,,,,,,
665,EPIC 211797637,2MASS J08425550+1716582,EPIC 211797637.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h42m55.50s,130.731260,+17d16m58.2s,17.282842,1.64117466,2457143.064440,0.020000,1.3370000,,,,,,,,,,,,,,,
667,EPIC 211800191,2MASS J08513234+1719113,EPIC 211800191.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h51m32.35s,132.884782,+17d19m11.4s,17.319834,1.10605213,2457142.966927,0.147000,1.2890000,,,,,,,,,,,,,,,
668,EPIC 211804579,2MASS J08361626+1722539,EPIC 211804579.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h36m16.27s,129.067776,+17d22m54.0s,17.381661,1.52317871,2457142.727474,0.734000,4.0040000,,,,,,,,,,,,,,,
671,EPIC 211808055,2MASS J08360827+1725483,EPIC 211808055.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h36m08.27s,129.034461,+17d25m48.3s,17.430082,3.38199819,2457142.612515,0.339000,5.4840000,,,,,,,,,,,,,,,
672,EPIC 211814733,2MASS J08504017+1731299,EPIC 211814733.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,5,1,08h50m40.18s,132.667407,+17d31m29.6s,17.524891,14.71000000,2457145.892000,0.441400,0.0992500,0.0790,,,6.64370,,,,,,,,,,,
673,EPIC 211816003,2MASS J08502906+1732328,EPIC 211816003.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h50m29.07s,132.621120,+17d32m32.8s,17.542445,14.45182127,2457144.860466,0.118000,3.2200000,,,,,,,,,,,,,,,
675,EPIC 211818569,2MASS J08274481+1734457,EPIC 211818569.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,08h27m44.81s,126.936720,+17d34m45.8s,17.579397,5.18597200,2457143.560971,1.263000,2.1480000,,,,,,,,,,,,,,,
677,EPIC 211822797,2MASS J08413848+1738240,EPIC 211822797.01,EPIC 211822797 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,5,1,08h41m38.49s,130.410365,+17d38m24.0s,17.640005,21.17623917,2457144.419434,0.071000,2.0080000,,,,,,,,,,,,,,,
