# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan  4 16:30:57 2017
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec
589,9787239,K00952.03,Kepler-32 d,CONFIRMED,CANDIDATE,22.780769450,4.2240000e-05,-4.2240000e-05,0,,,MCMC,2.29,2.700e-01,-2.800e-01,89.95,,,327.0,,,2.70,1.08,-0.75,3,3727.00,104.00,-64.00,4.756,0.078,-0.078,0.5000,0.0600,-0.0600,297.842410,46.574268
590,9787239,K00952.04,Kepler-32 e,CONFIRMED,CANDIDATE,2.896013787,4.2150000e-06,-4.2150000e-06,0,,,MCMC,1.32,1.500e-01,-1.600e-01,89.95,,,650.0,,,42.16,16.88,-11.70,4,3727.00,104.00,-64.00,4.756,0.078,-0.078,0.5000,0.0600,-0.0600,297.842410,46.574268
591,9787239,K00952.05,Kepler-32 f,CONFIRMED,CANDIDATE,0.742958836,6.3000000e-07,-6.3000000e-07,0,,,MCMC,1.88,2.300e-01,-2.200e-01,66.46,,,1024.0,,,259.42,103.87,-71.97,5,3727.00,104.00,-64.00,4.756,0.078,-0.078,0.5000,0.0600,-0.0600,297.842410,46.574268
592,2309719,K01020.01,,CANDIDATE,CANDIDATE,54.356370780,1.3590000e-05,-1.3590000e-05,0,,,MCMC,33.13,1.680e+01,-8.530e+00,88.24,,,598.0,,,30.26,45.93,-15.44,1,6058.00,158.00,-177.00,4.144,0.239,-0.250,1.4180,0.7190,-0.3650,292.930850,37.606640
594,2716853,K01022.01,Kepler-752 b,CONFIRMED,CANDIDATE,18.827472650,8.8110000e-05,-8.8110000e-05,0,,,MCMC,2.92,1.260e+00,-2.400e-01,89.95,,,632.0,,,37.82,49.38,-9.27,1,5687.00,168.00,-156.00,4.538,0.033,-0.295,0.8600,0.3720,-0.0700,292.268130,37.955639
596,2715135,K01024.01,Kepler-753 b,CONFIRMED,CANDIDATE,5.747725012,8.3770000e-06,-8.3770000e-06,0,,,MCMC,1.52,1.700e-01,-1.800e-01,88.24,,,556.0,,,22.53,10.44,-5.97,1,3937.00,163.00,-61.00,4.730,0.076,-0.076,0.5200,0.0600,-0.0600,291.903260,37.902290
597,8644288,K00137.03,Kepler-18 b,CONFIRMED,CANDIDATE,3.504687554,3.5800000e-06,-3.5800000e-06,0,,,MCMC,2.11,1.400e-01,-1.400e-01,84.80,,,1165.0,,,435.21,103.11,-72.18,3,5356.00,109.00,-64.00,4.338,0.057,-0.042,1.0550,0.0720,-0.0680,298.079440,44.746319
598,3247268,K01089.01,Kepler-418 b,CONFIRMED,CANDIDATE,86.678551860,6.2940000e-05,-6.2940000e-05,0,,,MCMC,9.88,4.670e+00,-1.020e+00,89.95,,,446.0,,,9.37,13.23,-2.81,1,6177.00,165.00,-212.00,4.420,0.063,-0.303,1.0430,0.4940,-0.1070,294.433500,38.355450
599,3247268,K01089.02,,CANDIDATE,CANDIDATE,12.218278000,1.1170000e-05,-1.1170000e-05,0,,,MCMC,4.75,2.250e+00,-4.900e-01,88.81,,,857.0,,,127.59,180.29,-38.23,2,6177.00,165.00,-212.00,4.420,0.063,-0.303,1.0430,0.4940,-0.1070,294.433500,38.355450
605,10354039,K01159.01,,CANDIDATE,CANDIDATE,64.617446500,1.9000000e-04,-1.9000000e-04,0,,,MCMC,5.41,4.200e+00,-5.500e-01,88.81,,,383.0,,,5.09,13.45,-1.42,1,5043.00,183.00,-138.00,4.470,0.088,-0.500,0.8810,0.6840,-0.0900,297.014830,47.486431
606,10330115,K01160.01,Kepler-781 b,CONFIRMED,CANDIDATE,13.214073200,3.5770000e-05,-3.5770000e-05,0,,,MCMC,2.72,5.900e-01,-1.900e-01,88.81,,,628.0,,,36.88,25.16,-8.24,1,5330.00,174.00,-141.00,4.619,0.028,-0.130,0.7260,0.1570,-0.0510,287.653630,47.414810
607,10426656,K01161.01,Kepler-272 c,CONFIRMED,CANDIDATE,6.057305240,1.9280000e-05,-1.9280000e-05,0,,,MCMC,1.67,1.130e+00,-1.900e-01,89.95,,,881.0,,,142.34,313.07,-42.32,1,5300.00,179.00,-144.00,4.470,0.095,-0.461,0.8490,0.5720,-0.0970,299.127530,47.593830
608,9820483,K00953.01,Kepler-740 b,CONFIRMED,CANDIDATE,3.584101216,1.9850000e-06,-1.9850000e-06,0,,,MCMC,4.87,2.010e+00,-3.800e-01,89.38,,,1131.0,,,386.66,483.00,-97.15,1,5739.00,173.00,-179.00,4.518,0.032,-0.297,0.9220,0.3810,-0.0720,286.482270,46.692451
609,9941662,K00013.01,Kepler-13 b,CONFIRMED,CANDIDATE,1.763587569,3.2000000e-08,-3.2000000e-08,0,,,MCMC,25.80,1.019e+01,-8.040e+00,84.80,,,3560.0,,,37958.27,44636.82,-23093.53,1,9107.00,257.00,-425.00,3.867,0.235,-0.148,3.0310,1.1980,-0.9440,286.971190,46.868359
610,7778437,K00131.01,Kepler-471 b,CONFIRMED,CANDIDATE,5.014234575,5.9400000e-07,-5.9400000e-07,0,,,MCMC,10.53,7.680e+00,-1.540e+00,89.95,,,1284.0,,,642.33,1487.18,-242.46,1,6475.00,169.00,-250.00,4.349,0.067,-0.409,1.2710,0.9270,-0.1860,299.097530,43.497589
611,9823457,K00954.01,Kepler-259 b,CONFIRMED,CANDIDATE,8.115292190,1.3980000e-05,-1.3980000e-05,0,,,MCMC,2.68,1.080e+00,-2.100e-01,88.24,,,879.0,,,140.92,168.62,-34.25,1,5926.00,161.00,-170.00,4.532,0.031,-0.291,0.8870,0.3590,-0.0690,288.211940,46.615002
612,9823457,K00954.02,Kepler-259 c,CONFIRMED,CANDIDATE,36.924953100,1.1270000e-04,-1.1270000e-04,0,,,MCMC,2.71,1.100e+00,-2.100e-01,89.95,,,530.0,,,18.70,22.37,-4.55,2,5926.00,161.00,-170.00,4.532,0.031,-0.291,0.8870,0.3590,-0.0690,288.211940,46.615002
615,2164169,K01029.01,,CANDIDATE,CANDIDATE,32.312397500,1.6570000e-04,-1.6570000e-04,0,,,MCMC,2.88,1.230e+00,-2.700e-01,88.24,,,582.0,,,27.05,34.37,-7.51,1,6000.00,158.00,-193.00,4.480,0.046,-0.302,0.9730,0.4190,-0.0900,292.290990,37.580799
616,2574338,K01030.01,,CANDIDATE,CANDIDATE,9.229580090,4.8950000e-05,-4.8950000e-05,0,,,MCMC,2.31,1.000e+00,-2.000e-01,89.95,,,959.0,,,200.20,258.79,-54.84,1,6363.00,178.00,-216.00,4.444,0.045,-0.281,1.0350,0.4480,-0.0900,291.138490,37.859299
617,2584163,K01031.01,Kepler-754 b,CONFIRMED,CANDIDATE,14.559623700,2.0130000e-04,-2.0130000e-04,0,,,MCMC,1.76,7.000e-01,-1.800e-01,88.24,,,759.0,,,78.26,91.58,-23.02,1,5959.00,166.00,-187.00,4.460,0.060,-0.278,0.9660,0.3810,-0.1010,293.254120,37.846191
618,4180280,K00144.01,Kepler-472 b,CONFIRMED,CANDIDATE,4.176255514,1.8440000e-06,-1.8440000e-06,0,,,MCMC,3.22,1.900e-01,-9.000e-02,83.08,,,878.0,,,140.17,30.21,-18.33,1,4911.00,101.00,-95.00,4.570,0.017,-0.053,0.7860,0.0460,-0.0240,296.524290,39.249760
620,2721030,K01094.01,Kepler-766 b,CONFIRMED,CANDIDATE,6.100278040,1.6400000e-05,-1.6400000e-05,0,,,MCMC,2.80,1.110e+00,-2.400e-01,89.38,,,990.0,,,227.15,271.47,-62.13,1,5957.00,173.00,-203.00,4.506,0.038,-0.288,0.9370,0.3740,-0.0810,293.184540,37.969841
621,3329204,K01095.01,,CANDIDATE,CANDIDATE,51.598042480,4.7670000e-05,-4.7670000e-05,0,,,MCMC,6.85,2.900e+00,-5.200e-01,89.95,,,450.0,,,9.67,12.25,-2.29,1,5693.00,163.00,-157.00,4.551,0.027,-0.296,0.8560,0.3620,-0.0650,287.616880,38.402321
622,3230491,K01096.01,,CANDIDATE,CANDIDATE,1500.000000000,0.0000000e+00,0.0000000e+00,0,,,MCMC,9.80,3.480e+00,-7.100e-01,89.95,,,139.0,,,0.09,0.09,-0.02,,5606.00,158.00,-150.00,4.597,0.030,-0.213,0.7600,0.2700,-0.0550,290.183040,38.321941
624,7626506,K00150.01,Kepler-112 b,CONFIRMED,CANDIDATE,8.408876951,5.9840000e-06,-5.9840000e-06,0,,,MCMC,2.72,1.380e+00,-5.100e-01,89.38,,,914.0,,,164.66,255.57,-66.89,1,5763.00,171.00,-145.00,4.361,0.182,-0.314,0.9570,0.4850,-0.1810,296.981020,43.209751
625,10426656,K01161.02,Kepler-272 d,CONFIRMED,CANDIDATE,10.937300710,4.7410000e-05,-4.7410000e-05,0,,,MCMC,1.76,1.180e+00,-2.000e-01,89.38,,,723.0,,,64.70,142.29,-19.24,2,5300.00,179.00,-144.00,4.470,0.095,-0.461,0.8490,0.5720,-0.0970,299.127530,47.593830
626,10426656,K01161.03,Kepler-272 b,CONFIRMED,CANDIDATE,2.971364100,1.0760000e-05,-1.0760000e-05,0,,,MCMC,1.33,9.000e-01,-1.500e-01,88.81,,,1117.0,,,367.82,809.01,-109.35,3,5300.00,179.00,-144.00,4.470,0.095,-0.461,0.8490,0.5720,-0.0970,299.127530,47.593830
627,10528068,K01162.01,Kepler-782 b,CONFIRMED,CANDIDATE,158.685330800,4.3730000e-04,-4.3730000e-04,0,,,MCMC,3.73,1.560e+00,-6.500e-01,89.38,,,390.0,,,5.47,6.68,-2.15,1,6126.00,155.00,-180.00,4.279,0.161,-0.244,1.1860,0.4950,-0.2060,288.868230,47.759430
628,10468940,K01163.01,Kepler-273 b,CONFIRMED,CANDIDATE,2.936526966,5.2300000e-06,-5.2300000e-06,0,,,MCMC,1.55,7.000e-01,-1.700e-01,89.38,,,1167.0,,,437.70,607.91,-121.76,1,5627.00,177.00,-143.00,4.506,0.073,-0.280,0.8150,0.3690,-0.0860,291.302220,47.697762
629,9825625,K00955.01,Kepler-741 b,CONFIRMED,CANDIDATE,7.039023740,1.4880000e-05,-1.4880000e-05,0,,,MCMC,2.48,1.250e+00,-2.200e-01,89.95,,,1041.0,,,277.52,414.76,-75.96,1,6319.00,163.00,-210.00,4.447,0.045,-0.319,1.0320,0.5170,-0.0910,289.431700,46.617531
630,9875711,K00956.01,Kepler-742 b,CONFIRMED,CANDIDATE,8.360868238,6.3060000e-06,-6.3060000e-06,0,,,MCMC,3.73,8.670e+00,-3.000e-01,88.81,,,690.0,,,53.68,613.83,-12.51,1,4743.00,138.00,-115.00,4.516,0.065,-0.935,0.8100,1.8870,-0.0650,283.866030,46.789589
632,1026957,K00958.01,,CANDIDATE,CANDIDATE,21.761293940,1.0760000e-05,-1.0760000e-05,0,,,MCMC,2.48,3.200e-01,-2.100e-01,89.95,,,498.0,,,14.49,6.31,-3.58,1,4919.00,151.00,-126.00,4.582,0.045,-0.061,0.7200,0.0920,-0.0620,291.254490,36.743610
633,10002261,K00959.01,,CANDIDATE,CANDIDATE,12.713794233,1.8000000e-07,-1.8000000e-07,0,,,MCMC,2.31,0.000e+00,0.000e+00,89.38,,,182.0,,,0.26,0.00,0.00,1,2661.00,0.00,0.00,5.283,0.000,0.000,0.1160,0.0000,0.0000,287.559720,46.957085
635,2162635,K01032.01,,CANDIDATE,CANDIDATE,1500.140677200,0.0000000e+00,0.0000000e+00,0,,,MCMC,18.35,5.020e+00,-2.420e+00,89.95,,,206.0,,,0.42,0.31,-0.12,,5009.00,81.00,-92.00,3.755,0.091,-0.163,2.2830,0.6250,-0.3010,291.977540,37.532551
640,8506766,K00138.01,,CANDIDATE,CANDIDATE,48.937876150,1.9320000e-05,-1.9320000e-05,0,,,MCMC,26.20,1.323e+01,-6.920e+00,88.24,,,771.0,,,83.59,129.00,-45.91,1,7061.00,207.00,-317.00,4.078,0.179,-0.292,1.8070,0.9130,-0.4770,295.940920,44.578350
642,2853093,K01099.01,Kepler-767 b,CONFIRMED,CANDIDATE,161.528010100,3.0860000e-04,-3.0860000e-04,0,,,MCMC,6.15,2.100e+00,-4.700e-01,89.95,,,318.0,,,2.43,2.44,-0.58,1,5870.00,160.00,-169.00,4.545,0.028,-0.249,0.8670,0.2960,-0.0660,291.579160,38.035831
644,3245969,K01101.01,Kepler-768 b,CONFIRMED,CANDIDATE,11.391002500,7.4990000e-05,-7.4990000e-05,0,,,MCMC,1.74,2.000e-01,-1.300e-01,89.95,,,632.0,,,37.65,15.02,-8.96,1,4999.00,154.00,-139.00,4.587,0.029,-0.073,0.7600,0.0860,-0.0580,294.115660,38.393478
645,3231341,K01102.01,Kepler-24 c,CONFIRMED,CANDIDATE,12.333408850,6.6740000e-05,-6.6740000e-05,0,,,MCMC,4.75,1.760e+00,-6.900e-01,77.35,,,864.0,,,131.96,143.16,-47.54,2,6038.00,164.00,-191.00,4.349,0.120,-0.250,1.0880,0.4010,-0.1600,290.413270,38.343750
646,10468940,K01163.02,Kepler-273 c,CONFIRMED,CANDIDATE,8.014947150,3.4330000e-05,-3.4330000e-05,0,,,MCMC,1.65,7.400e-01,-1.800e-01,87.66,,,835.0,,,114.65,159.22,-31.90,2,5627.00,177.00,-143.00,4.506,0.073,-0.280,0.8150,0.3690,-0.0860,291.302220,47.697762
648,10337517,K01165.01,,CANDIDATE,CANDIDATE,7.053936122,7.4900000e-06,-7.4900000e-06,0,,,MCMC,2.55,8.700e-01,-5.500e-01,89.95,,,1032.0,,,267.95,269.65,-118.10,1,5775.00,164.00,-140.00,4.267,0.212,-0.221,1.1140,0.3780,-0.2390,291.062930,47.484798
649,10337517,K01165.02,Kepler-783 b,CONFIRMED,CANDIDATE,4.292646380,3.4290000e-05,-3.4290000e-05,0,,,MCMC,0.93,3.100e-01,-2.000e-01,85.94,,,1218.0,,,520.87,524.19,-229.57,2,5775.00,164.00,-140.00,4.267,0.212,-0.221,1.1140,0.3780,-0.2390,291.062930,47.484798
650,10351231,K01166.01,,CANDIDATE,CANDIDATE,7.674656180,2.3780000e-05,-2.3780000e-05,0,,,MCMC,2.33,1.000e+00,-2.100e-01,89.95,,,957.0,,,198.67,254.00,-56.58,1,6063.00,165.00,-212.00,4.470,0.046,-0.297,1.0010,0.4310,-0.0920,296.131410,47.438820
653,8561063,K00961.02,Kepler-42 c,CONFIRMED,CANDIDATE,0.453287337,8.6000000e-08,-8.6000000e-08,0,,,MCMC,0.92,2.200e-01,-2.100e-01,78.50,,,733.0,,,68.12,61.49,-36.58,,3068.00,174.00,-174.00,5.090,0.200,-0.200,0.1700,0.0400,-0.0400,292.219060,44.619160
655,8561063,K00961.03,Kepler-42 d,CONFIRMED,CANDIDATE,1.865114770,1.1200000e-06,-1.1200000e-06,0,,,MCMC,0.69,1.700e-01,-1.600e-01,89.95,,,456.0,,,10.18,9.20,-5.46,2,3068.00,174.00,-174.00,5.090,0.200,-0.200,0.1700,0.0400,-0.0400,292.219060,44.619160
662,5816165,K01043.01,,CANDIDATE,CANDIDATE,0.591914636,4.4800000e-07,-4.4800000e-07,0,,,MCMC,20.91,3.450e+00,-1.440e+00,49.85,,,1647.0,,,1738.73,985.88,-421.53,1,5120.00,187.00,-170.00,4.659,0.029,-0.094,0.6540,0.1080,-0.0450,298.200350,41.011688
663,7102227,K01360.01,Kepler-290 c,CONFIRMED,CANDIDATE,36.770473100,1.2720000e-04,-1.2720000e-04,0,,,MCMC,3.44,6.200e-01,-2.600e-01,88.81,,,438.0,,,8.71,5.11,-2.05,1,5153.00,170.00,-143.00,4.602,0.027,-0.117,0.7590,0.1370,-0.0570,286.410000,42.681549
664,7102227,K01360.02,Kepler-290 b,CONFIRMED,CANDIDATE,14.589324620,4.1100000e-05,-4.1100000e-05,0,,,MCMC,2.18,3.900e-01,-1.600e-01,89.95,,,596.0,,,29.88,17.53,-7.04,2,5153.00,170.00,-143.00,4.602,0.027,-0.117,0.7590,0.1370,-0.0570,286.410000,42.681549
665,7102227,K01360.03,,CANDIDATE,CANDIDATE,0.764020072,3.5420000e-06,-3.5420000e-06,0,,,MCMC,0.89,1.600e-01,-7.000e-02,87.09,,,1596.0,,,1532.82,899.43,-361.19,3,5153.00,170.00,-143.00,4.602,0.027,-0.117,0.7590,0.1370,-0.0570,286.410000,42.681549
666,6960913,K01361.01,Kepler-61 b,CONFIRMED,CANDIDATE,59.877824000,1.6200000e-04,-1.6200000e-04,0,,,MCMC,2.17,9.000e-02,-1.400e-01,89.95,,,272.0,,,1.30,0.22,-0.25,1,4014.00,76.00,-80.00,4.663,0.040,-0.020,0.5960,0.0260,-0.0380,295.304500,42.475288
667,6837146,K01362.01,,CANDIDATE,CANDIDATE,20.513544900,8.6540000e-05,-8.6540000e-05,0,,,MCMC,2.51,5.700e-01,-1.900e-01,88.81,,,536.0,,,19.47,14.86,-4.84,1,5305.00,216.00,-170.00,4.622,0.035,-0.120,0.6950,0.1570,-0.0520,281.605410,42.390419
668,11122894,K01426.02,Kepler-297 c,CONFIRMED,CANDIDATE,74.927717520,6.8130000e-05,-6.8130000e-05,0,,,MCMC,7.54,3.470e+00,-7.500e-01,89.38,,,466.0,,,11.10,14.96,-3.19,1,6150.00,151.00,-193.00,4.423,0.061,-0.299,1.0400,0.4780,-0.1040,283.209170,48.777641
669,11122894,K01426.03,,CANDIDATE,CANDIDATE,150.019060900,1.7280000e-04,-1.7280000e-04,0,,,MCMC,13.54,6.220e+00,-1.350e+00,89.38,,,369.0,,,4.40,5.93,-1.26,2,6150.00,151.00,-193.00,4.423,0.061,-0.299,1.0400,0.4780,-0.1040,283.209170,48.777641
670,11129738,K01427.01,Kepler-844 b,CONFIRMED,CANDIDATE,2.613020856,6.2430000e-06,-6.2430000e-06,0,,,MCMC,1.51,2.000e-01,-2.100e-01,81.93,,,704.0,,,58.11,31.38,-18.11,1,3878.00,173.00,-75.00,4.747,0.083,-0.083,0.5100,0.0700,-0.0700,287.857730,48.774109
671,11401182,K01428.01,Kepler-845 b,CONFIRMED,CANDIDATE,0.927859821,5.4900000e-07,-5.4900000e-07,0,,,MCMC,2.10,2.800e-01,-1.900e-01,73.34,,,1470.0,,,1104.37,513.85,-280.44,1,4911.00,157.00,-128.00,4.529,0.059,-0.649,0.7830,0.1070,-0.0700,290.957550,49.203812
672,11030711,K01429.01,,CANDIDATE,CANDIDATE,205.912082000,1.2850000e-03,-1.2850000e-03,0,,,MCMC,4.83,2.010e+00,-5.600e-01,89.38,,,297.0,,,1.84,2.36,-0.56,1,5717.00,192.00,-164.00,4.462,0.083,-0.270,0.8970,0.3720,-0.1050,292.351500,48.511082
673,11512246,K00168.03,Kepler-23 b,CONFIRMED,CANDIDATE,7.106943850,3.0420000e-05,-3.0420000e-05,0,,,MCMC,1.93,6.000e-02,-6.000e-02,83.65,,,1174.0,,,449.39,61.94,-55.66,3,5828.00,100.00,-100.00,4.090,0.019,-0.019,1.5480,0.0480,-0.0480,294.218930,49.479221
674,6607286,K01239.01,,CANDIDATE,CANDIDATE,0.783276166,1.2340000e-06,-1.2340000e-06,0,,,MCMC,1.74,7.300e-01,-1.700e-01,87.66,,,2079.0,,,4415.56,5470.80,-1323.25,1,6108.00,159.00,-234.00,4.466,0.045,-0.292,1.0300,0.4340,-0.0980,292.178590,42.005909
675,6607286,K01239.02,,CANDIDATE,CANDIDATE,3.174059680,1.0840000e-05,-1.0840000e-05,0,,,MCMC,1.78,7.500e-01,-1.700e-01,88.81,,,1302.0,,,679.52,841.91,-203.64,2,6108.00,159.00,-234.00,4.466,0.045,-0.292,1.0300,0.4340,-0.0980,292.178590,42.005909
676,6690082,K01240.01,Kepler-280 b,CONFIRMED,CANDIDATE,2.139556503,3.1960000e-06,-3.1960000e-06,0,,,MCMC,1.42,6.200e-01,-1.200e-01,89.38,,,1314.0,,,704.45,919.54,-167.67,1,5741.00,158.00,-147.00,4.543,0.032,-0.301,0.8560,0.3750,-0.0690,291.390500,42.180592
677,6690082,K01240.02,Kepler-280 c,CONFIRMED,CANDIDATE,4.807099588,6.5590000e-06,-6.5590000e-06,0,,,MCMC,1.84,8.100e-01,-1.500e-01,89.38,,,1004.0,,,239.83,313.07,-57.08,2,5741.00,158.00,-147.00,4.543,0.032,-0.301,0.8560,0.3750,-0.0690,291.390500,42.180592
678,6448890,K01241.01,Kepler-56 c,CONFIRMED,CANDIDATE,21.405490100,1.2190000e-04,-1.2190000e-04,0,,,MCMC,11.34,4.100e-01,-4.000e-01,80.21,,,1079.0,,,320.44,51.51,-45.51,1,4840.00,97.00,-97.00,3.306,0.045,-0.045,4.2300,0.1500,-0.1500,293.758360,41.871868
679,6448890,K01241.02,Kepler-56 b,CONFIRMED,CANDIDATE,10.500733400,1.7810000e-04,-1.7810000e-04,0,,,MCMC,4.96,1.800e-01,-1.800e-01,87.09,,,1368.0,,,828.32,133.15,-117.65,2,4840.00,97.00,-97.00,3.306,0.045,-0.045,4.2300,0.1500,-0.1500,293.758360,41.871868
680,10730034,K01305.01,Kepler-285 b,CONFIRMED,CANDIDATE,2.633857233,6.7630000e-06,-6.7630000e-06,0,,,MCMC,1.40,4.500e-01,-1.000e-01,88.81,,,1125.0,,,378.84,369.89,-85.73,1,5400.00,171.00,-138.00,4.579,0.026,-0.206,0.8010,0.2570,-0.0590,291.390900,48.065609
681,10730034,K01305.02,Kepler-285 c,CONFIRMED,CANDIDATE,6.186662180,4.3100000e-05,-4.3100000e-05,0,,,MCMC,1.11,3.600e-01,-8.000e-02,89.38,,,847.0,,,121.47,118.60,-27.49,2,5400.00,171.00,-138.00,4.579,0.026,-0.206,0.8010,0.2570,-0.0590,291.390900,48.065609
682,10858691,K01306.01,Kepler-286 b,CONFIRMED,CANDIDATE,1.796324389,5.8680000e-06,-5.8680000e-06,0,,,MCMC,1.37,5.900e-01,-1.100e-01,88.24,,,1476.0,,,1122.23,1431.96,-285.74,2,5970.00,163.00,-182.00,4.521,0.034,-0.307,0.9080,0.3900,-0.0740,290.676150,48.294289
683,10858691,K01306.02,Kepler-286 c,CONFIRMED,CANDIDATE,3.468082390,1.5350000e-05,-1.5350000e-05,0,,,MCMC,1.47,6.400e-01,-1.200e-01,89.38,,,1186.0,,,467.00,595.90,-118.90,1,5970.00,163.00,-182.00,4.521,0.034,-0.307,0.9080,0.3900,-0.0740,290.676150,48.294289
684,10858691,K01306.03,Kepler-286 d,CONFIRMED,CANDIDATE,5.914287670,3.4070000e-05,-3.4070000e-05,0,,,MCMC,1.48,6.300e-01,-1.200e-01,88.81,,,992.0,,,228.83,291.99,-58.26,3,5970.00,163.00,-182.00,4.521,0.034,-0.307,0.9080,0.3900,-0.0740,290.676150,48.294289
685,8107380,K00162.01,Kepler-476 b,CONFIRMED,CANDIDATE,14.006406070,1.7940000e-05,-1.7940000e-05,0,,,MCMC,2.80,1.200e+00,-2.800e-01,88.81,,,767.0,,,81.73,102.41,-23.20,1,5883.00,153.00,-180.00,4.449,0.057,-0.292,1.0050,0.4280,-0.1000,295.163820,43.963039
686,6936909,K01363.01,Kepler-291 b,CONFIRMED,CANDIDATE,3.546534140,1.0080000e-05,-1.0080000e-05,0,,,MCMC,2.17,8.600e-01,-2.000e-01,89.38,,,1212.0,,,510.26,603.81,-148.40,1,5993.00,167.00,-227.00,4.489,0.041,-0.288,0.9860,0.3930,-0.0890,287.916350,42.437302
687,6936909,K01363.02,Kepler-291 c,CONFIRMED,CANDIDATE,5.700711530,2.4700000e-05,-2.4700000e-05,0,,,MCMC,1.93,7.700e-01,-1.700e-01,89.95,,,1034.0,,,270.62,320.24,-78.70,2,5993.00,167.00,-227.00,4.489,0.041,-0.288,0.9860,0.3930,-0.0890,287.916350,42.437302
688,6962977,K01364.01,Kepler-292 f,CONFIRMED,CANDIDATE,20.834294700,1.2500000e-04,-1.2500000e-04,0,,,MCMC,2.94,1.130e+00,-2.800e-01,88.81,,,613.0,,,33.29,38.92,-8.90,3,5513.00,175.00,-151.00,4.479,0.062,-0.259,0.9150,0.3510,-0.0870,295.766140,42.424278
689,6962977,K01364.02,Kepler-292 d,CONFIRMED,CANDIDATE,7.055667100,2.2680000e-05,-2.2680000e-05,0,,,MCMC,2.57,9.800e-01,-2.500e-01,89.95,,,879.0,,,140.85,164.70,-37.64,1,5513.00,175.00,-151.00,4.479,0.062,-0.259,0.9150,0.3510,-0.0870,295.766140,42.424278
690,11176127,K01430.01,Kepler-298 b,CONFIRMED,CANDIDATE,10.475481920,1.8110000e-05,-1.8110000e-05,0,,,MCMC,2.21,2.300e-01,-2.000e-01,89.38,,,566.0,,,24.29,9.67,-6.88,1,4549.00,168.00,-160.00,4.634,0.043,-0.044,0.6520,0.0650,-0.0590,283.039790,48.825359
691,11176127,K01430.02,Kepler-298 c,CONFIRMED,CANDIDATE,22.928844820,9.4170000e-05,-9.4170000e-05,0,,,MCMC,2.26,2.300e-01,-2.000e-01,89.38,,,436.0,,,8.54,3.40,-2.42,3,4549.00,168.00,-160.00,4.634,0.043,-0.044,0.6520,0.0650,-0.0590,283.039790,48.825359
