rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,rowupdate,pl_name,pl_rvamp,pl_eqt,pl_insol,pl_bmassprov,pl_bmassj,pl_bmasse,pl_dens,pl_radj,pl_rade,pl_rads,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_radv,st_sp,st_spstr,st_age
3036,Kepler-889,b,Transit,1,3.744439,,,,0,1,0,19h25m52.16s,291.467319,+50d45m34.2s,50.759489,513,5961,1.14,1.25,16/5/10,Kepler-889 b,,,,,,,,0.097,1.09,0.01,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.4311546,82.437894,15.598661,314.934078,70.866267,,,,,3.98
3037,Kepler-890,b,Transit,1,52.75875577,,,,0,1,0,19h13m44.58s,288.435745,+43d45m48.6s,43.763496,1387,5954,1.09,1.13,16/5/10,Kepler-890 b,,,,,,,,0.793,8.89,0.081,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.22904967,74.949212,14.651637,302.868307,65.112892,,,,,3.63
3038,Kepler-891,b,Transit,1,53.44945593,,,,0,1,0,19h24m20.11s,291.083797,+40d21m18.9s,40.355255,1372,5887,1.06,1.07,16/5/10,Kepler-891 b,,,,,,,,0.572,6.41,0.059,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.40558647,72.624745,11.434361,304.775425,61.273482,,,,,3.55
3039,Kepler-892,b,Transit,1,13.7521072,,,,0,1,0,18h52m31.11s,283.129641,+43d53m17.7s,43.888241,640,4747,0.75,0.72,16/5/10,Kepler-892 b,,,,,,,,0.251,2.81,0.026,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.8753094,73.570136,18.245529,293.972212,66.238315,,,,,5.01
3040,Kepler-893,b,Transit,1,6.33855761,,,,0,1,0,18h59m51.13s,284.963031,+43d54m46.8s,43.913006,1216,5820,1,0.99,16/5/10,Kepler-893 b,,,,,,,,0.27,3.03,0.028,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.9975354,74.090866,17.021021,297.153033,65.947668,,,,,3.8
3041,Kepler-894,b,Transit,1,9.803224,,,,0,1,0,19h14m56.18s,288.734088,+46d56m21.8s,46.939396,1090,5603,0.87,0.85,16/5/10,Kepler-894 b,,,,,,,,0.248,2.78,0.025,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.2489392,78.055347,15.721575,305.929145,68.05508,,,,,4.27
3042,Kepler-895,b,Transit,1,2.80624233,,,,0,1,0,19h17m09.76s,289.290653,+51d24m32.0s,51.408891,516,4315,0.65,0.61,16/5/10,Kepler-895 b,,,,,,,,0.137,1.54,0.014,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.28604356,82.500295,17.111106,311.951744,72.046331,,,,,2.63
3043,Kepler-896,b,Transit,1,144.547396,,,,0,1,0,18h49m45.40s,282.439182,+43d44m04.1s,43.734486,896,5262,0.84,0.81,16/5/10,Kepler-896 b,,,,,,,,0.226,2.53,0.023,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.8292788,73.236306,18.659795,292.683214,66.197024,,,,,5.01
3044,Kepler-897,b,Transit,1,8.0472642,,,,0,1,0,19h22m20.84s,290.586837,+51d41m45.0s,51.69582,1147,5839,1.03,1.04,16/5/10,Kepler-897 b,,,,,,,,0.213,2.39,0.022,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.3724558,83.101654,16.478295,314.702738,71.950362,,,,,4.37
3045,Kepler-898,b,Transit,1,5.8706191,,,,0,1,0,19h06m20.49s,286.585389,+46d52m15.3s,46.87093,479,4223,0.65,0.62,16/5/10,Kepler-898 b,,,,,,,,0.133,1.49,0.014,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.1056926,77.40578,17.052466,302.12087,68.468634,,,,,3.98
3046,Kepler-899,b,Transit,1,19.17891293,,,,0,1,0,19h49m55.82s,297.48258,+40d40m50.8s,40.68078,1038,5595,0.93,0.91,16/5/10,Kepler-899 b,,,,,,,,0.239,2.68,0.025,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.83217202,75.220661,7.28706,314.352129,59.959215,,,,,4.07
3047,Kepler-9,b,Transit,3,19.24,0.14,0.15,,1,1,0,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,650,5777,1.07,1.02,14/5/14,Kepler-9 b,,,,Mass,0.252,80.09,0.524,0.842,9.438,0.087,<a href=http://adsabs.harvard.edu/abs/2010Sci...330...51H target=ref> Holman et al. 2010 </a>,2010,<a href=http://adsabs.harvard.edu/abs/2010Sci...330...51H target=ref> Holman et al. 2010 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.03826541,68.980134,14.489872,295.279241,60.480645,,,,,1
3048,Kepler-9,c,Transit,3,38.91,0.225,0.13,,1,1,0,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,650,5777,1.07,1.02,14/5/14,Kepler-9 c,,,,Mass,0.171,54.347,0.383,0.823,9.225,0.085,<a href=http://adsabs.harvard.edu/abs/2010Sci...330...51H target=ref> Holman et al. 2010 </a>,2010,<a href=http://adsabs.harvard.edu/abs/2010Sci...330...51H target=ref> Holman et al. 2010 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.03826541,68.980134,14.489872,295.279241,60.480645,,,,,1
3049,Kepler-9,d,Transit,3,1.592851,0.0273,,,0,1,0,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,650,5777,1.07,1.02,14/5/14,Kepler-9 d,,2026,,,,,,0.146,1.64,0.015,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...727...24T target=ref> Torres et al. 2011 </a>,2010,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...727...24T target=ref> Torres et al. 2011 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.03826541,68.980134,14.489872,295.279241,60.480645,,,,,1
3050,Kepler-900,b,Transit,1,6.9913086,,,,0,1,0,19h44m42.55s,296.177297,+46d59m56.5s,46.99902,505,4836,0.78,0.73,16/5/10,Kepler-900 b,,,,,,,,0.186,2.08,0.019,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.74515313,80.362985,11.166571,318.027537,66.128643,,-18.32,,,4.57
3051,Kepler-901,b,Transit,1,3.51749439,,,,0,1,0,19h24m36.71s,291.152951,+40d53m15.0s,40.887497,241,4184,0.59,0.57,16/5/10,Kepler-901 b,,,,,,,,0.122,1.37,0.013,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.41019673,73.136496,11.620392,305.215886,61.765339,,,,,3.8
3052,Kepler-902,b,Transit,1,40.1099547,,,,0,1,0,19h18m55.61s,289.731692,+46d57m13.8s,46.953823,904,5647,0.95,0.93,16/5/10,Kepler-902 b,,,,,,,,0.227,2.54,0.023,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.31544613,78.350091,15.102474,307.642196,67.830969,,,,,4.37
3053,Kepler-903,b,Transit,2,10.3507721,,,,0,1,0,19h15m05.04s,288.771018,+40d39m51.0s,40.664176,829,5682,0.98,0.97,16/5/10,Kepler-903 b,,,,,,,,0.179,2.01,0.018,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.25140117,72.140977,13.155927,301.409577,62.071872,,,,,4.79
3054,Kepler-903,c,Transit,2,62.9228557,,,,0,1,0,19h15m05.04s,288.771018,+40d39m51.0s,40.664176,829,5682,0.98,0.97,16/5/10,Kepler-903 c,,,,,,,,0.226,2.53,0.023,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.25140117,72.140977,13.155927,301.409577,62.071872,,,,,4.79
3055,Kepler-904,b,Transit,1,3.02166863,,,,0,1,0,19h15m17.50s,288.822916,+40d23m20.6s,40.389049,1151,6160,1.16,1.25,16/5/10,Kepler-904 b,,,,,,,,0.158,1.77,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.25486109,71.90118,13.005282,301.330946,61.796404,,,,,3.02
3056,Kepler-905,b,Transit,1,5.08274652,,,,0,1,0,19h20m12.27s,290.051123,+46d42m48.1s,46.713375,521,5461,0.95,0.86,16/5/10,Kepler-905 b,,,,,,,,0.126,1.41,0.013,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.33674153,78.214191,14.805269,307.95421,67.528432,,,,,1.66
3057,Kepler-906,b,Transit,1,41.6979976,,,,0,1,0,19h25m37.33s,291.405561,+40d07m31.8s,40.125487,758,6035,1.06,1.02,16/5/10,Kepler-906 b,,,,,,,,0.188,2.11,0.019,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.4270374,72.524701,11.112657,305.118861,60.980874,,,,,1.86
3058,Kepler-907,b,Transit,1,15.86621821,,,,0,1,0,19h01m54.38s,285.476589,+41d37m57.9s,41.63274,352,6106,1.08,1.38,16/5/10,Kepler-907 b,,,,,,,,0.107,1.2,0.011,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.0317726,72.034255,15.816798,296.696422,63.644643,,,,,5.37
3059,Kepler-908,b,Transit,1,1.34059747,,,,0,1,0,19h41m17.40s,295.322517,+39d22m35.3s,39.376484,250,5973,1.11,1.12,16/5/10,Kepler-908 b,,,,,,,,0.109,1.22,0.011,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.6881678,73.257851,8.095084,310.383146,59.316347,,,,,3.02
3060,Kepler-909,b,Transit,1,13.93290318,,,,0,1,0,19h18m01.53s,289.506358,+45d22m15.6s,45.370998,318,6154,1.17,1.23,16/5/10,Kepler-909 b,,,,,,,,0.131,1.47,0.013,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.30042387,76.787404,14.604277,305.865812,66.398163,,,,,2.88
3061,Kepler-91,b,Transit,1,6.24658,0.0731,,69.68,0,1,0,19h02m41.49s,285.672872,+44d07m00.2s,44.116734,1030,4550,1.31,6.3,15/10/15,Kepler-91 b,70,2040,,Mass,0.81,257.4423,0.4,1.367,15.323,0.14,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>,2013,<a href=http://adsabs.harvard.edu/abs/2014A%26A...562A.109L target=ref> Lillo-Box et al. 2014 </a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.04485813,74.486053,16.622261,298.49386,66.012701,,-62.01,5.3,K3,
3062,Kepler-910,b,Transit,1,2.36436901,,,,0,1,0,19h44m11.37s,296.047358,+42d44m34.8s,42.743006,402,6230,1.26,1.5,16/5/10,Kepler-910 b,,,,,,,,0.073,0.82,0.008,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.73649053,76.511903,9.228056,313.876392,62.271677,,,,,3.39
3063,Kepler-911,b,Transit,1,20.310501,,,,0,1,0,19h54m21.40s,298.589186,+40d45m02.5s,40.750689,567,6112,1.34,1.99,16/5/10,Kepler-911 b,,,,,,,,0.232,2.6,0.024,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.90594571,75.70515,6.59634,315.953313,59.712021,,,,,3.55
3064,Kepler-912,b,Transit,1,2.53475627,,,,0,1,0,19h52m26.69s,298.111206,+41d45m30.0s,41.758333,1265,5998,1.07,1.11,16/5/10,Kepler-912 b,,,,,,,,0.25,2.8,0.026,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.87408038,76.400215,7.413981,316.056688,60.780585,,,,,3.16
3065,Kepler-913,b,Transit,1,10.29672521,,,,0,1,0,19h50m19.95s,297.583122,+41d57m08.8s,41.952431,597,4687,0.63,0.61,16/5/10,Kepler-913 b,,,,,,,,0.184,2.06,0.019,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.8388748,76.372602,7.851743,315.461295,61.110405,,,,,5.62
3066,Kepler-914,b,Transit,1,4.40966548,,,,0,1,0,19h21m38.88s,290.412001,+44d53m57.6s,44.89933,678,5877,1.1,1.15,16/5/10,Kepler-914 b,,,,,,,,0.123,1.38,0.013,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.36080007,76.615802,13.827781,306.960804,65.739854,,,,,3.98
3067,Kepler-915,b,Transit,1,4.59489604,,,,0,1,0,19h22m22.10s,290.592077,+45d44m13.7s,45.737137,806,6173,1.21,1.38,16/5/10,Kepler-915 b,,,,,,,,0.134,1.5,0.014,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.37280513,77.4548,14.062133,307.966369,66.482936,,,,,3.39
3068,Kepler-916,b,Transit,1,32.2968798,,,,0,1,0,19h23m56.00s,290.983322,+45d58m23.9s,45.973301,769,5248,0.85,0.81,16/5/10,Kepler-916 b,,,,,,,,0.157,1.76,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.39888813,77.793292,13.91333,308.816919,66.607096,,,,,4.79
3069,Kepler-917,b,Transit,1,2.97041437,,,,0,1,0,19h56m12.30s,299.05126,+47d56m57.4s,47.949284,1027,5418,0.8,0.76,16/5/10,Kepler-917 b,,,,,,,,0.17,1.91,0.018,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.93675067,82.164208,9.925519,323.367573,66.090181,,,,,4.17
3070,Kepler-918,b,Transit,1,4.85386933,,,,0,1,0,19h52m48.17s,298.200719,+48d16m04.2s,48.267838,1245,6028,1.11,1.14,16/5/10,Kepler-918 b,,,,,,,,0.155,1.74,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.88004793,82.161824,10.576673,322.498918,66.640408,,,,,3.24
3071,Kepler-919,b,Transit,1,11.04603384,,,,0,1,0,19h52m27.55s,298.114772,+48d29m39.9s,48.494404,1219,6113,1.15,1.21,16/5/10,Kepler-919 b,,,,,,,,0.201,2.25,0.021,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.87431813,82.334932,10.736828,322.64471,66.866858,,,,,3.02
3072,Kepler-92,b,Transit,3,13.749,,,,0,1,0,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,,5883,1.21,1.7,14/5/14,Kepler-92 b,,,,Mass,0.202,64.3,,0.313,3.51,0.032,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,2013,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.27240384,73.08193,13.314453,302.445692,62.868624,,,,,
3073,Kepler-92,c,Transit,3,26.723,,,,0,1,0,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,,5883,1.21,1.7,14/5/14,Kepler-92 c,,,,Mass,0.019,6.1,,0.232,2.6,0.024,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,2013,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJS..210...25X target=ref>Xie 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.27240384,73.08193,13.314453,302.445692,62.868624,,,,,
3074,Kepler-92,d,Transit,3,49.3568,,0.07,,0,1,0,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,,5883,1.21,1.7,15/5/21,Kepler-92 d,,,,,,,,0.184,2.067,0.019,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>,2015,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...808..126V target=ref>Van Eylen & Albrecht 2015</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.27240384,73.08193,13.314453,302.445692,62.868624,,,,,
3075,Kepler-920,b,Transit,2,6.53192704,,,,0,1,0,18h57m11.27s,284.296949,+49d09m31.2s,49.158676,926,5403,0.89,0.85,16/5/10,Kepler-920 b,,,,,,,,0.216,2.42,0.022,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.95312993,79.091649,19.290835,299.931508,71.115528,,,,,4.37
3076,Kepler-920,c,Transit,2,100.8274113,,,,0,1,0,18h57m11.27s,284.296949,+49d09m31.2s,49.158676,926,5403,0.89,0.85,16/5/10,Kepler-920 c,,,,,,,,0.339,3.8,0.035,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.95312993,79.091649,19.290835,299.931508,71.115528,,,,,4.37
3077,Kepler-921,b,Transit,1,51.300634,,,,0,1,0,18h58m27.89s,284.616205,+49d11m26.9s,49.190811,847,5663,0.93,0.91,16/5/10,Kepler-921 b,,,,,,,,0.256,2.87,0.026,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.97441367,79.197857,19.105002,300.575208,71.082134,,,,,4.27
3078,Kepler-922,b,Transit,1,0.93846683,,,,0,1,0,18h58m55.55s,284.731462,+49d31m59.5s,49.533195,558,5671,0.95,0.93,16/5/10,Kepler-922 b,,,,,,,,0.127,1.42,0.013,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.98209747,79.565827,19.149696,301.130139,71.383779,,,,,4.37
3079,Kepler-923,b,Transit,1,6.93366476,,,,0,1,0,19h36m41.06s,294.171085,+40d03m18.6s,40.055165,966,5988,1.11,1.26,16/5/10,Kepler-923 b,,,,,,,,0.123,1.38,0.013,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.61140567,73.438595,9.196501,309.168447,60.249845,,,,,4.68
3080,Kepler-924,b,Transit,1,61.0370117,,,,0,1,0,19h22m40.44s,290.668512,+40d23m51.8s,40.397718,995,6167,1.14,1.23,16/5/10,Kepler-924 b,,,,,,,,0.274,3.07,0.028,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.37790078,72.522719,11.737513,304.171417,61.407551,,,,,3.09
3081,Kepler-925,b,Transit,1,33.8678531,,,,0,1,0,19h20m25.57s,290.106539,+40d29m26.4s,40.490657,623,4673,0.77,0.72,16/5/10,Kepler-925 b,,,,,,,,0.209,2.34,0.021,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.34043592,72.419533,12.163375,303.369988,61.620741,,,,,2.57
3082,Kepler-926,b,Transit,1,52.0688601,,,,0,1,0,19h18m43.04s,289.679343,+40d42m01.7s,40.700466,771,5806,1.01,1.01,16/5/10,Kepler-926 b,,,,,,,,0.206,2.31,0.021,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.31195617,72.471939,12.546285,302.839829,61.914589,,,,,4.37
3083,Kepler-927,b,Transit,1,9.1149903,,,,0,1,0,19h17m32.04s,289.38351,+41d23m33.7s,41.392695,879,5743,0.99,0.99,16/5/10,Kepler-927 b,,,,,,,,0.153,1.72,0.016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.29223402,73.01879,13.040833,302.805676,62.64171,,,,,4.37
